ts_unix,latency_ms,status
1767339376.336994,128.6923885345459,200
1767339376.427215,161.19766235351562,200
1767339376.5276802,159.88492965698242,200
1767339376.6274872,159.3620777130127,200
1767339376.7281358,152.47392654418945,200
1767339376.8275316,145.98822593688965,200
1767339376.9275517,138.58318328857422,200
1767339377.0279639,132.1563720703125,200
1767339377.1282406,125.20003318786621,200
1767339377.227557,119.1408634185791,200
1767339377.3274016,112.73026466369629,200
1767339377.4280589,105.39436340332031,200
1767339377.528221,98.79446029663086,200
1767339377.6281874,96.64297103881836,200
1767339377.7281399,94.22802925109863,200
1767339377.8278322,94.47693824768066,200
1767339377.9277942,95.15190124511719,200
1767339378.0273511,94.45714950561523,200
1767339378.127275,94.06423568725586,200
1767339378.2279127,94.29121017456055,200
1767339378.3276896,93.9018726348877,200
1767339378.4281456,94.3441390991211,200
1767339378.527959,93.63889694213867,200
1767339378.6281648,94.80500221252441,200
1767339378.727379,94.2378044128418,200
1767339378.8281553,94.31219100952148,200
1767339378.927961,94.20228004455566,200
1767339379.0276377,95.27325630187988,200
1767339379.127343,93.8413143157959,200
1767339379.2277672,94.18559074401855,200
1767339379.3274884,94.16866302490234,200
1767339379.4282436,93.7967300415039,200
1767339379.5275295,93.92619132995605,200
1767339379.6280181,94.2380428314209,200
1767339379.7278297,97.09763526916504,200
1767339379.827214,93.7342643737793,200
1767339379.9275296,93.94288063049316,200
1767339380.0272593,94.44379806518555,200
1767339380.1282651,94.42281723022461,200
1767339380.2281601,94.33841705322266,200
1767339380.3279908,92.95272827148438,200
1767339380.4275446,92.85330772399902,200
1767339380.5280633,93.62149238586426,200
1767339380.6282644,93.94717216491699,200
1767339380.727718,94.69342231750488,200
1767339380.8278966,94.24328804016113,200
1767339380.927653,94.47741508483887,200
1767339381.0276241,97.6705551147461,200
1767339381.127555,93.71614456176758,200
1767339381.2278152,94.0401554107666,200
1767339381.3273365,93.51158142089844,200
1767339381.4274013,94.68889236450195,200
1767339381.527608,93.41597557067871,200
1767339381.6276026,93.13058853149414,200
1767339381.727303,95.3989028930664,200
1767339381.827275,93.57810020446777,200
1767339381.9274166,92.46206283569336,200
1767339382.0275247,92.76127815246582,200
1767339382.1279745,93.29700469970703,200
1767339382.2278233,93.85466575622559,200
1767339382.3282444,94.2542552947998,200
1767339382.4279838,93.85991096496582,200
1767339382.5273345,93.19210052490234,200
1767339382.6281486,92.93937683105469,200
1767339382.727651,92.9872989654541,200
1767339382.8271947,93.28484535217285,200
1767339382.9281328,93.61553192138672,200
1767339383.027242,93.91641616821289,200
1767339383.1277246,93.35160255432129,200
1767339383.2276244,93.58596801757812,200
1767339383.3278105,93.35994720458984,200
1767339383.4277272,92.96751022338867,200
1767339383.5272493,93.017578125,200
1767339383.6279,93.32489967346191,200
1767339383.7277935,93.61648559570312,200
1767339383.8279936,97.68056869506836,200
1767339383.9279203,93.62220764160156,200
1767339384.028108,93.37949752807617,200
1767339384.1281312,93.64891052246094,200
1767339384.2272556,94.46191787719727,200
1767339384.327217,93.69015693664551,200
1767339384.4274657,94.21014785766602,200
1767339384.5282233,93.65344047546387,200
1767339384.627374,93.86563301086426,200
1767339384.7277882,93.85848045349121,200
1767339384.827435,94.37179565429688,200
1767339384.9272952,93.13583374023438,200
1767339385.028057,93.63055229187012,200
1767339385.127193,94.07877922058105,200
1767339385.2278464,93.94121170043945,200
1767339385.3272607,93.66393089294434,200
1767339385.4274838,93.01924705505371,200
1767339385.5281312,93.45030784606934,200
1767339385.6281426,92.4985408782959,200
1767339385.727199,92.62728691101074,200
1767339385.8274689,93.6732292175293,200
1767339385.9277751,93.2767391204834,200
1767339386.0276115,94.26736831665039,200
1767339386.1273768,94.79546546936035,200
1767339386.2276058,94.47073936462402,200
1767339386.3275285,93.4746265411377,200
1767339386.427534,93.0318832397461,200
1767339386.5282235,92.79298782348633,200
1767339386.6275802,92.9100513458252,200
1767339386.7281368,94.41804885864258,200
1767339386.8281446,94.1610336303711,200
1767339386.9278183,94.73848342895508,200
1767339387.0280795,94.31648254394531,200
1767339387.127908,94.7422981262207,200
1767339387.228126,94.27666664123535,200
1767339387.3278737,94.02871131896973,200
1767339387.4274065,94.14935111999512,200
1767339387.5281262,94.13313865661621,200
1767339387.6277401,94.87462043762207,200
1767339387.7280777,93.87826919555664,200
1767339387.8274426,94.14553642272949,200
1767339387.9282763,95.14713287353516,200
1767339388.027892,94.47741508483887,200
1767339388.1278427,93.80745887756348,200
1767339388.2272003,94.6493148803711,200
1767339388.327346,93.46580505371094,200
1767339388.427401,94.6645736694336,200
1767339388.527634,93.96767616271973,200
1767339388.6281533,93.28866004943848,200
1767339388.7279987,93.07026863098145,200
1767339388.8276217,93.3847427368164,200
1767339388.9276147,93.45769882202148,200
1767339389.0276492,92.94390678405762,200
1767339389.128219,92.620849609375,200
1767339389.2274113,93.48940849304199,200
1767339389.327448,92.24200248718262,200
1767339389.4273744,92.66114234924316,200
1767339389.5276723,92.48733520507812,200
1767339389.627817,93.57953071594238,200
1767339389.7279637,92.76890754699707,200
1767339389.827303,94.28191184997559,200
1767339389.928161,94.22183036804199,200
1767339390.027883,94.00510787963867,200
1767339390.1273696,94.2533016204834,200
1767339390.2281978,94.69342231750488,200
1767339390.3274267,97.10860252380371,200
1767339390.4278543,93.80769729614258,200
1767339390.5282109,93.92833709716797,200
1767339390.627643,93.75381469726562,200
1767339390.7279775,93.6436653137207,200
1767339390.8282113,93.77241134643555,200
1767339390.9274712,94.52080726623535,200
1767339391.0275052,93.73903274536133,200
1767339391.1278002,93.74308586120605,200
1767339391.2281506,94.3455696105957,200
1767339391.3279989,93.86682510375977,200
1767339391.4273605,94.34318542480469,200
1767339391.5271955,93.80626678466797,200
1767339391.6275902,95.07870674133301,200
1767339391.7282445,93.68586540222168,200
1767339391.827507,94.58780288696289,200
1767339391.9276485,93.54805946350098,200
1767339392.0277865,95.75653076171875,200
1767339392.1280017,93.96243095397949,200
1767339392.2274568,93.83749961853027,200
1767339392.32805,93.91546249389648,200
1767339392.4276938,94.12789344787598,200
1767339392.5274823,93.15037727355957,200
1767339392.6273735,92.57197380065918,200
1767339392.7277493,92.25320816040039,200
1767339392.8278065,93.2776927947998,200
1767339392.927844,92.97728538513184,200
1767339393.0276227,93.63579750061035,200
1767339393.1279738,93.13845634460449,200
1767339393.227858,93.20282936096191,200
1767339393.3276157,93.26815605163574,200
1767339393.4274833,93.91093254089355,200
1767339393.5279477,92.9574966430664,200
1767339393.6274858,92.8189754486084,200
1767339393.7279606,93.33348274230957,200
1767339393.8278878,93.51563453674316,200
1767339393.927963,94.41733360290527,200
1767339394.0278502,95.30854225158691,200
1767339394.1275983,94.20943260192871,200
1767339394.2273,93.48607063293457,200
1767339394.327368,93.60218048095703,200
1767339394.4275768,93.79196166992188,200
1767339394.5279286,92.88763999938965,200
1767339394.6273723,92.41294860839844,200
1767339394.7274148,92.47660636901855,200
1767339394.8275516,93.49799156188965,200
1767339394.9276247,92.42033958435059,200
1767339395.0276897,93.06693077087402,200
1767339395.1273074,93.22190284729004,200
1767339395.228172,93.54138374328613,200
1767339395.3271823,93.35803985595703,200
1767339395.4281828,93.28246116638184,200
1767339395.528033,93.63865852355957,200
1767339395.6282275,94.36583518981934,200
1767339395.7280746,93.98198127746582,200
1767339395.8275483,95.3218936920166,200
1767339395.9272873,94.49434280395508,200
1767339396.027258,94.68460083007812,200
1767339396.127503,96.54831886291504,200
1767339396.2273765,93.90068054199219,200
1767339396.3278234,93.71614456176758,200
1767339396.4281256,97.3203182220459,200
1767339396.5276804,94.09618377685547,200
1767339396.6272392,94.04253959655762,200
1767339396.7278492,93.65510940551758,200
1767339396.8281002,94.18320655822754,200
1767339396.9277856,93.7192440032959,200
1767339397.0280397,93.5516357421875,200
1767339397.1281483,93.34087371826172,200
1767339397.2280495,93.54400634765625,200
1767339397.3281498,93.05214881896973,200
1767339397.427772,93.96076202392578,200
1767339397.5272,93.41287612915039,200
1767339397.6282454,93.18065643310547,200
1767339397.7279737,92.27466583251953,200
1767339397.8279524,92.70119667053223,200
1767339397.9272153,93.57905387878418,200
1767339398.0273528,94.07210350036621,200
1767339398.1279962,96.54378890991211,200
1767339398.2278836,95.03602981567383,200
1767339398.3273342,94.03562545776367,200
1767339398.4279573,93.67775917053223,200
1767339398.5282445,94.38657760620117,200
1767339398.62811,94.15245056152344,200
1767339398.7277389,93.82939338684082,200
1767339398.8281362,94.24090385437012,200
1767339398.92785,93.26314926147461,200
1767339399.0276797,92.94819831848145,200
1767339399.1271775,92.90075302124023,200
1767339399.2277124,93.33062171936035,200
1767339399.32761,92.73982048034668,200
1767339399.4280434,92.60177612304688,200
1767339399.5272017,92.55123138427734,200
1767339399.6273932,93.78743171691895,200
1767339399.7277317,92.9558277130127,200
1767339399.8272376,93.24359893798828,200
1767339399.9281116,92.83208847045898,200
1767339400.0274963,94.35153007507324,200
