ts_unix,latency_ms,status
1767358802.972891,208.62078666687012,200
1767358803.1693366,208.95028114318848,200
1767358803.369349,205.7816982269287,200
1767358803.5698404,202.02922821044922,200
1767358803.769816,201.3552188873291,200
1767358803.9700832,212.28957176208496,200
1767358804.1701777,200.4692554473877,200
1767358804.3694544,207.69023895263672,200
1767358804.5698752,203.02605628967285,200
1767358804.769265,203.97233963012695,200
1767358804.9698305,200.4408836364746,200
1767358805.169671,204.9417495727539,200
1767358805.3696406,206.42352104187012,200
1767358805.5694747,204.14042472839355,200
1767358805.7701235,207.48400688171387,200
1767358805.9694993,209.11359786987305,200
1767358806.169479,206.56895637512207,200
1767358806.3694646,197.57795333862305,200
1767358806.5692773,194.57030296325684,200
1767358806.769327,196.60186767578125,200
1767358806.9692872,195.60694694519043,200
1767358807.1693356,194.83089447021484,200
1767358807.369629,197.2181797027588,200
1767358807.5702035,203.1230926513672,200
1767358807.7698631,201.29013061523438,200
1767358807.9692135,200.67882537841797,200
1767358808.1694255,215.8210277557373,200
1767358808.3698344,198.2710361480713,200
1767358808.569335,208.36663246154785,200
1767358808.7697713,206.9392204284668,200
1767358808.9694767,203.62281799316406,200
1767358809.169491,200.64926147460938,200
1767358809.3698,198.14419746398926,200
1767358809.5701702,195.50681114196777,200
1767358809.7700577,196.38967514038086,200
1767358809.9697547,195.037841796875,200
1767358810.1692064,208.96553993225098,200
1767358810.3698578,198.6098289489746,200
1767358810.5696082,194.82183456420898,200
1767358810.7699292,194.25272941589355,200
1767358810.9697065,195.8768367767334,200
1767358811.1700087,200.04653930664062,200
1767358811.369251,202.26550102233887,200
1767358811.5697498,200.49309730529785,200
1767358811.7697756,197.27754592895508,200
1767358811.9692826,198.33016395568848,200
1767358812.169848,205.1846981048584,200
1767358812.3694205,201.86400413513184,200
1767358812.5699527,199.09262657165527,200
1767358812.7702127,200.7918357849121,200
1767358812.9697025,199.97668266296387,200
1767358813.1693413,194.65899467468262,200
1767358813.3694534,193.91989707946777,200
1767358813.5699074,194.53048706054688,200
1767358813.7699034,198.0917453765869,200
1767358813.9702454,204.09440994262695,200
1767358814.1696963,202.73876190185547,200
1767358814.3702161,212.51916885375977,200
1767358814.5698519,200.39057731628418,200
1767358814.7699103,202.91519165039062,200
1767358814.96948,201.72500610351562,200
1767358815.1694899,199.5384693145752,200
1767358815.370186,201.00879669189453,200
1767358815.5695493,201.13730430603027,200
1767358815.7700768,195.0366497039795,200
1767358815.9695156,195.8324909210205,200
1767358816.1698053,196.73919677734375,200
1767358816.3698454,213.12618255615234,200
1767358816.569489,195.204496383667,200
1767358816.770151,198.2414722442627,200
1767358816.9695354,196.21729850769043,200
1767358817.1701791,197.61085510253906,200
1767358817.370048,203.3543586730957,200
1767358817.5699472,198.87852668762207,200
1767358817.7699776,200.3636360168457,200
1767358817.9696217,201.91287994384766,200
1767358818.1700442,208.44316482543945,200
1767358818.3700948,206.84003829956055,200
1767358818.569695,207.14282989501953,200
1767358818.7701952,198.8809108734131,200
1767358818.9702241,198.8980770111084,200
1767358819.1704895,197.27563858032227,200
1767358819.3700027,200.02222061157227,200
1767358819.569561,198.64988327026367,200
1767358819.7693744,199.62739944458008,200
1767358819.9701521,200.26135444641113,200
1767358820.1698875,203.54199409484863,200
1767358820.369768,223.0842113494873,200
1767358820.5699494,200.883150100708,200
1767358820.7703521,194.71502304077148,200
1767358820.9694688,194.41676139831543,200
1767358821.1693501,194.75960731506348,200
1767358821.3695621,199.23686981201172,200
1767358821.5699415,199.2168426513672,200
1767358821.7692382,200.89244842529297,200
1767358821.9693663,204.1153907775879,200
1767358822.1696846,200.2127170562744,200
1767358822.3695512,206.26544952392578,200
1767358822.5695214,212.91446685791016,200
1767358822.7698622,196.11048698425293,200
1767358822.969275,195.2972412109375,200
1767358823.17003,194.69356536865234,200
1767358823.3701856,196.69485092163086,200
1767358823.570191,198.97937774658203,200
1767358823.7692482,195.65963745117188,200
1767358823.9692872,198.61483573913574,200
1767358824.1701229,198.5764503479004,200
1767358824.3698409,197.37792015075684,200
1767358824.5694656,200.23155212402344,200
1767358824.7693632,194.90480422973633,200
1767358824.9697318,201.29084587097168,200
1767358825.1697078,203.77635955810547,200
1767358825.3701847,198.1041431427002,200
1767358825.569464,199.14674758911133,200
1767358825.7697537,197.15309143066406,200
1767358825.9702241,197.56078720092773,200
1767358826.1700091,198.3342170715332,200
1767358826.3694987,197.50714302062988,200
1767358826.5692368,195.06335258483887,200
1767358826.7697759,194.04268264770508,200
1767358826.9692876,194.3051815032959,200
1767358827.1701305,194.20552253723145,200
1767358827.369805,195.38426399230957,200
1767358827.5695786,195.1456069946289,200
1767358827.7701898,199.91588592529297,200
1767358827.9696586,196.75683975219727,200
1767358828.1697147,197.4794864654541,200
1767358828.3694308,198.69565963745117,200
1767358828.5692697,196.11620903015137,200
1767358828.7698498,197.5250244140625,200
1767358828.969623,195.831298828125,200
1767358829.169833,194.81372833251953,200
1767358829.3701236,195.38164138793945,200
1767358829.5699346,194.83542442321777,200
1767358829.770234,197.43084907531738,200
1767358829.9698946,197.94225692749023,200
1767358830.170066,199.97906684875488,200
1767358830.3697095,197.67498970031738,200
1767358830.5696516,194.26393508911133,200
1767358830.769373,201.45225524902344,200
1767358830.9695632,200.80971717834473,200
1767358831.169886,199.09405708312988,200
1767358831.3701346,207.79991149902344,200
1767358831.5702713,202.41737365722656,200
1767358831.7694392,197.9057788848877,200
1767358831.9695976,197.26920127868652,200
1767358832.1701877,198.7924575805664,200
1767358832.3701286,200.12998580932617,200
1767358832.5699155,203.6721706390381,200
1767358832.769937,212.5105857849121,200
