ts_unix,latency_ms,status
1767591772.5405874,210.68239212036133,200
1767591772.7376952,198.760986328125,200
1767591772.9376216,197.85404205322266,200
1767591773.1377053,197.4492073059082,200
1767591773.3374145,199.6607780456543,200
1767591773.537159,202.30913162231445,200
1767591773.7376125,199.01776313781738,200
1767591773.9377756,198.7459659576416,200
1767591774.1376672,198.8058090209961,200
1767591774.3376203,196.51246070861816,200
1767591774.5374637,195.47653198242188,200
1767591774.7373836,199.68414306640625,200
1767591774.9371538,200.81448554992676,200
1767591775.1380386,198.1334686279297,200
1767591775.337338,199.04613494873047,200
1767591775.5375354,199.37586784362793,200
1767591775.7380593,196.81978225708008,200
1767591775.9371095,200.15215873718262,200
1767591776.137354,200.85906982421875,200
1767591776.337353,198.32372665405273,200
1767591776.5379038,199.56469535827637,200
1767591776.7375393,198.22120666503906,200
1767591776.9379904,201.47013664245605,200
1767591777.1376238,198.15802574157715,200
1767591777.338006,195.89972496032715,200
1767591777.5372052,198.18830490112305,200
1767591777.7376297,195.01018524169922,200
1767591777.9381034,198.7295150756836,200
1767591778.1379726,197.18384742736816,200
1767591778.3374057,197.296142578125,200
1767591778.5379984,197.7393627166748,200
1767591778.7379608,206.44354820251465,200
1767591778.9379082,204.1647434234619,200
1767591779.138033,198.86159896850586,200
1767591779.3380427,196.7027187347412,200
1767591779.5380557,199.72467422485352,200
1767591779.737305,197.54886627197266,200
1767591779.9370804,196.15983963012695,200
1767591780.1376383,196.13003730773926,200
1767591780.3370802,195.88685035705566,200
1767591780.5373752,196.00939750671387,200
1767591780.7377925,199.82123374938965,200
1767591780.9370735,199.05447959899902,200
1767591781.1372755,204.5607566833496,200
1767591781.3373356,197.02863693237305,200
1767591781.5377002,197.65281677246094,200
1767591781.737589,203.84597778320312,200
1767591781.937191,202.62742042541504,200
1767591782.1374488,201.77984237670898,200
1767591782.3375812,209.14864540100098,200
1767591782.5377758,204.9260139465332,200
1767591782.7371562,206.01654052734375,200
1767591782.9375055,206.1443328857422,200
1767591783.1379533,205.66773414611816,200
1767591783.3376296,202.44550704956055,200
1767591783.5379722,208.85419845581055,200
1767591783.7375426,204.01310920715332,200
1767591783.9373338,200.56819915771484,200
1767591784.1373792,200.72507858276367,200
1767591784.3381813,204.75292205810547,200
1767591784.537694,198.87733459472656,200
1767591784.737743,197.6604461669922,200
1767591784.93763,200.8519172668457,200
1767591785.1378505,204.8044204711914,200
1767591785.3373733,202.58069038391113,200
1767591785.5371554,206.31670951843262,200
1767591785.73712,208.00185203552246,200
1767591785.9373474,206.63046836853027,200
1767591786.1381001,204.8497200012207,200
1767591786.3377352,205.3370475769043,200
1767591786.537992,203.1722068786621,200
1767591786.7380967,208.4364891052246,200
1767591786.9373891,212.0821475982666,200
1767591787.1377053,205.22451400756836,200
1767591787.3379498,209.46621894836426,200
1767591787.5376997,205.03497123718262,200
1767591787.7378123,205.92880249023438,200
1767591787.9373798,206.5730094909668,200
1767591788.1373048,205.61766624450684,200
1767591788.3375316,205.42263984680176,200
1767591788.5377076,200.57177543640137,200
1767591788.7376573,200.5138397216797,200
1767591788.9372282,217.61775016784668,200
1767591789.1376176,200.93488693237305,200
1767591789.3378978,203.05705070495605,200
1767591789.5379608,203.5675048828125,200
1767591789.7381074,201.71284675598145,200
1767591789.9379103,205.75284957885742,200
1767591790.1377666,206.45904541015625,200
1767591790.3374965,206.56514167785645,200
1767591790.53753,206.15005493164062,200
1767591790.737729,205.36017417907715,200
1767591790.937991,208.21070671081543,200
1767591791.138026,211.9593620300293,200
1767591791.3372512,202.94690132141113,200
1767591791.5371668,209.1057300567627,200
1767591791.7376041,205.4002285003662,200
1767591791.9378617,208.9822292327881,200
1767591792.1380053,204.4074535369873,200
1767591792.3373804,206.48908615112305,200
1767591792.537417,205.8103084564209,200
1767591792.7376797,204.1475772857666,200
1767591792.9372082,204.8642635345459,200
1767591793.1379297,205.61790466308594,200
1767591793.3371506,216.7351245880127,200
1767591793.5372512,202.37493515014648,200
1767591793.7377548,205.75547218322754,200
1767591793.9377954,207.94105529785156,200
1767591794.1378343,204.71501350402832,200
1767591794.3374484,205.30343055725098,200
1767591794.5374198,200.79374313354492,200
